id,number,number2,date,contact_id,contact_name,amount,status,created_at,updated_at,myinvois_action,myinvois_document_uuid,myinvois_document_status,issued_at,validated_at,synced_at
10744,2601035,,2026-02-24,,,1215.0,ready,2026-02-25 00:40:21,2026-02-25 00:40:22,VALIDATE,132GW41GJC59DWK8WN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10745,2601036,,2026-02-24,,,6236.6,ready,2026-02-25 00:40:22,2026-02-25 00:40:23,VALIDATE,H1AX3VY6Y0JC7CQHXN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10746,2601037,,2026-02-24,,,616.0,ready,2026-02-25 00:40:24,2026-02-25 00:40:24,VALIDATE,QQ1AA2X9FBZ198D3XN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10747,2601038,,2026-02-24,,,984.0,ready,2026-02-25 00:40:26,2026-02-25 00:40:26,VALIDATE,TSNTHGM6VNKE7E8XXN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10748,2601039,,2026-02-24,,,224.0,ready,2026-02-25 00:40:27,2026-02-25 00:40:27,VALIDATE,BD5XV5THSQW4HHP1XN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10749,2601040,,2026-02-24,,,112.0,ready,2026-02-25 00:40:27,2026-02-25 00:40:27,VALIDATE,V4ZBGHNP007AETHNXN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10750,2601041,,2026-02-24,,,1651.0,ready,2026-02-25 00:40:28,2026-02-25 00:40:29,VALIDATE,SKZYJDA51F79YD7MYN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10751,2601042,,2026-02-24,,,180.85,ready,2026-02-25 00:40:30,2026-02-25 00:40:30,VALIDATE,PFG9DBKG9JW8MYY2YN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10752,2601043,,2026-02-24,,,114.0,ready,2026-02-25 00:40:31,2026-02-25 00:40:31,VALIDATE,K0JQT0H9KT0SJPDMYN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10753,2601044,,2026-02-24,,,713.0,ready,2026-02-25 00:40:32,2026-02-25 00:40:32,VALIDATE,CQZ4VF0WQJ9JABWQYN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10754,2601045,,2026-02-24,,,85.0,ready,2026-02-25 00:40:33,2026-02-25 00:40:33,VALIDATE,JE5Y13H1WPCKXCKZZN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10755,2601046,,2026-02-24,,,1531.5,ready,2026-02-25 00:40:34,2026-02-25 00:40:34,VALIDATE,NDM3TS6JBW6107B0ZN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10756,2601047,,2026-02-24,,,1017.1,ready,2026-02-25 00:40:35,2026-02-25 00:40:35,VALIDATE,PXRXKFY7D1RV0XVAZN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10757,2601048,,2026-02-24,,,379.0,ready,2026-02-25 00:40:36,2026-02-25 00:40:36,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10758,2601049,,2026-02-24,,,286.2,ready,2026-02-25 00:40:37,2026-02-25 00:40:37,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10759,2601050,,2026-02-24,,,241.2,ready,2026-02-25 00:40:38,2026-02-25 00:40:38,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10760,2601051,,2026-02-24,,,2210.0,ready,2026-02-25 00:40:38,2026-02-25 00:40:39,VALIDATE,8QW4NFWG582J0HGVZN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10761,2601052,,2026-02-24,,,1550.0,ready,2026-02-25 00:40:40,2026-02-25 00:40:40,VALIDATE,J3KJS8FY4SX3KG7AZN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10762,2601053,,2026-02-24,,,150.0,ready,2026-02-25 00:40:40,2026-02-25 00:40:41,VALIDATE,VQCAM3FDNZFC88TXZN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10763,2601054,,2026-02-24,,,1825.0,ready,2026-02-25 00:40:41,2026-02-25 00:40:42,VALIDATE,QAGBCZAE4BANYQMK0P91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10764,SB76475,,2026-02-24,,,63.6,ready,2026-02-25 00:41:11,2026-02-25 00:41:11,VALIDATE,CXSEVY3D9M0G6F0F0P91JSJK10,VALID,2026-03-03 17:56:27,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10765,SB76557,,2026-02-24,,,60.0,ready,2026-02-25 00:41:12,2026-02-25 00:41:12,VALIDATE,DWGX6XSY80P0Q6S10P91JSJK10,VALID,2026-03-03 17:56:27,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10766,TJ22229,,2026-02-24,,,63.6,ready,2026-02-25 00:41:12,2026-02-25 00:41:12,VALIDATE,FBJ6P10ZCDE986RT0P91JSJK10,VALID,2026-03-03 17:56:27,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
10697,2600993,,2026-02-23,,,2437.5,ready,2026-02-24 00:39:19,2026-02-24 00:39:19,VALIDATE,H6MK9RHFGS7F5SJQQQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10698,2600994,,2026-02-23,,,337.0,ready,2026-02-24 00:39:20,2026-02-24 00:39:20,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10699,2600995,,2026-02-23,,,308.0,ready,2026-02-24 00:39:20,2026-02-24 00:39:21,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10700,2600996,,2026-02-23,,,455.0,ready,2026-02-24 00:39:21,2026-02-24 00:39:21,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10701,2600997,,2026-02-23,,,308.0,ready,2026-02-24 00:39:22,2026-02-24 00:39:22,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10702,2600998,,2026-02-23,,,292.56,ready,2026-02-24 00:39:22,2026-02-24 00:39:22,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10703,2600999,,2026-02-23,,,299.0,ready,2026-02-24 00:39:23,2026-02-24 00:39:23,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10704,2601000,,2026-02-23,,,482.1,ready,2026-02-24 00:39:24,2026-02-24 00:39:24,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10705,2601001,,2026-02-23,,,1204.0,ready,2026-02-24 00:39:24,2026-02-24 00:39:25,VALIDATE,53DVWW6T9ACZ4M2RQQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10706,2601002,,2026-02-23,,,108.5,ready,2026-02-24 00:39:26,2026-02-24 00:39:26,VALIDATE,ZD562A0E13ZFCVVKQQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10707,2601003,,2026-02-23,,,8400.0,ready,2026-02-24 00:39:26,2026-02-24 00:39:26,VALIDATE,BYKCHHX23EXECSZ7RQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10708,2601004,,2026-02-23,,,358.0,ready,2026-02-24 00:39:27,2026-02-24 00:39:27,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10709,2601005,,2026-02-23,,,358.0,ready,2026-02-24 00:39:28,2026-02-24 00:39:28,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10710,2601006,,2026-02-23,,,308.0,ready,2026-02-24 00:39:29,2026-02-24 00:39:29,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10711,2601007,,2026-02-23,,,298.0,ready,2026-02-24 00:39:29,2026-02-24 00:39:29,EXTERNAL,,,,,2026-03-10T14:00:56.043009
10712,2601008,,2026-02-23,,,586.5,ready,2026-02-24 00:39:30,2026-02-24 00:39:30,VALIDATE,6KMMPB2CS6T97M3CRQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10713,2601009,,2026-02-23,,,625.0,ready,2026-02-24 00:39:31,2026-02-24 00:39:31,VALIDATE,F6D0KCXT3DA3X2TGTQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10714,2601010,,2026-02-23,,,125.0,ready,2026-02-24 00:39:32,2026-03-04 17:13:11,VALIDATE,30VGNPWAJEKH3EZTTQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10715,2601011,,2026-02-23,,,215.0,ready,2026-02-24 00:39:32,2026-03-04 17:13:12,VALIDATE,VEC4EQ0D0W2B13GBTQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10716,2601012,,2026-02-23,,,5001.0,ready,2026-02-24 00:39:33,2026-02-24 00:39:33,VALIDATE,CFDYQCDRS23WACBPTQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10717,2601013,,2026-02-23,,,3775.0,ready,2026-02-24 00:39:35,2026-02-24 00:39:35,VALIDATE,S4EEDFBMSQXPTFASTQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10718,2601014,,2026-02-23,,,1220.5,ready,2026-02-24 00:39:36,2026-02-24 00:39:36,VALIDATE,T33Y3C72WNMJ9CS6TQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10719,2601015,,2026-02-23,,,880.0,ready,2026-02-24 00:39:37,2026-02-24 00:39:38,VALIDATE,4F06ZBRZ5FRGMM47VQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10720,2601016,,2026-02-23,,,2227.4,ready,2026-02-24 00:39:38,2026-02-24 00:39:39,VALIDATE,5GA0WX019ZRH3SAAVQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10721,2601017,,2026-02-23,,,478.0,ready,2026-02-24 00:39:40,2026-02-24 00:39:40,VALIDATE,VT86JC87AWA86RXXVQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10722,2601018,,2026-02-23,,,2361.5,ready,2026-02-24 00:39:41,2026-02-24 00:39:41,VALIDATE,YT47FWPP7Y1X6AYEVQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10723,2601019,,2026-02-23,,,240.0,ready,2026-02-24 00:39:42,2026-02-24 00:39:42,VALIDATE,7ZECSKNPD3SBF6HSVQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10724,2601020,,2026-02-23,,,1000.0,ready,2026-02-24 00:39:43,2026-02-24 00:39:43,VALIDATE,M8WTBTF0G6B3QJ7MVQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10725,2601021,,2026-02-23,,,57.0,ready,2026-02-24 00:39:44,2026-02-24 00:39:44,VALIDATE,EM81322XM2VQ3S96VQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10726,2601022,,2026-02-23,,,2329.0,ready,2026-02-24 00:39:44,2026-02-24 00:39:45,VALIDATE,3YEF498EDTSVS73CVQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10727,2601023,,2026-02-23,,,880.0,ready,2026-02-24 00:39:46,2026-02-24 00:39:46,VALIDATE,3HBR2AQA2KGZ99DMVQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10728,2601024,,2026-02-23,,,880.0,ready,2026-02-24 00:39:47,2026-02-24 00:39:47,VALIDATE,4JC47H777AJW5CSZWQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10729,2601025,,2026-02-23,,,254.0,ready,2026-02-24 00:39:48,2026-02-24 00:39:48,VALIDATE,ST6NDJHSEGGX2G3AWQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10730,2601026,,2026-02-23,,,3435.5,ready,2026-02-24 00:39:49,2026-02-24 00:39:49,VALIDATE,BZQEWRNMWK00J1P0WQKQG7JK10,VALID,2026-02-24 17:47:19,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10731,2601027,,2026-02-23,,,389.0,ready,2026-02-24 00:39:51,2026-02-24 00:39:51,VALIDATE,7F6CFNW9M88KKDSMWQKQG7JK10,VALID,2026-02-24 17:47:19,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10732,2601028,,2026-02-23,,,837.5,ready,2026-02-24 00:39:52,2026-02-24 00:39:52,VALIDATE,JG6SJHC99QVHT45HWQKQG7JK10,VALID,2026-02-24 17:47:19,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10733,2601029,,2026-02-23,,,39.0,ready,2026-02-24 00:39:53,2026-02-24 00:39:53,VALIDATE,YFW8RAZ9CCNRJN1YXQKQG7JK10,VALID,2026-02-24 17:47:19,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10734,2601030,,2026-02-23,,,693.0,ready,2026-02-24 00:39:54,2026-02-24 00:39:54,VALIDATE,JREMJHBT54EMC75QXQKQG7JK10,VALID,2026-02-24 17:47:19,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10735,2601031,,2026-02-23,,,59.0,ready,2026-02-24 00:39:55,2026-02-24 00:39:55,VALIDATE,N8NMJ6HPQ0HMJ8TNXQKQG7JK10,VALID,2026-02-24 17:47:19,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10736,2601032,,2026-02-23,,,285.0,ready,2026-02-24 00:39:55,2026-02-24 00:39:56,VALIDATE,CRW6RHM93FMPBKXRXQKQG7JK10,VALID,2026-02-24 17:47:19,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10737,2601033,,2026-02-23,,,37.0,ready,2026-02-24 00:39:56,2026-02-24 00:39:56,VALIDATE,C3Z6VNDFJQB3Z8DZXQKQG7JK10,VALID,2026-02-24 17:47:19,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10679,2600991,,2026-02-13,,,2045.0,ready,2026-02-14 00:39:01,2026-02-14 00:39:01,VALIDATE,K4DQV0NWYX0AYC08QQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10680,2600992,,2026-02-13,,,298.5,ready,2026-02-14 00:39:02,2026-02-14 00:39:03,VALIDATE,JB6CQW6040YH8P0GQQKQG7JK10,VALID,2026-02-24 17:47:18,2026-02-24 17:47:22,2026-03-10T14:00:56.043009
10619,2600973,,2026-02-12,,,602.0,ready,2026-02-12 00:39:22,2026-02-12 00:39:22,VALIDATE,EV21NBV6KDGCKX1F6BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:21,2026-03-10T14:00:55.415794
10620,2600974,,2026-02-12,,,214.0,ready,2026-02-12 00:39:22,2026-02-12 00:39:22,VALIDATE,XFE9BHVDQESQ8NSC6BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10648,2600978,,2026-02-12,,,1017.0,ready,2026-02-13 00:39:00,2026-02-13 00:39:00,VALIDATE,VFC82SXNQ97HKH5F6BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10649,2600979,,2026-02-12,,,301.76,ready,2026-02-13 00:39:01,2026-02-13 00:39:01,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10650,2600980,,2026-02-12,,,362.0,ready,2026-02-13 00:39:01,2026-02-13 00:39:01,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10651,2600981,,2026-02-12,,,4648.0,ready,2026-02-13 00:39:02,2026-02-13 00:39:02,VALIDATE,8FH0CP89EPPZHN806BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10652,2600982,,2026-02-12,,,129.0,ready,2026-02-13 00:39:03,2026-02-13 00:39:03,VALIDATE,TRGQRNHKFJKVB3W46BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10653,2600983,,2026-02-12,,,280.0,ready,2026-02-13 00:39:04,2026-02-13 00:39:04,VALIDATE,JSK8JAP93Z6SMAQC8BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10654,2600984,,2026-02-12,,,703.5,ready,2026-02-13 00:39:05,2026-02-13 00:39:05,VALIDATE,X0MMPBD9VJM8VS6D8BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:21,2026-03-10T14:00:55.415794
10655,2600985,,2026-02-12,,,48.0,ready,2026-02-13 00:39:06,2026-02-13 00:39:06,VALIDATE,SDF91GH5FN4NMM7K9BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10656,2600986,,2026-02-12,,,2747.0,ready,2026-02-13 00:39:07,2026-02-13 00:39:07,VALIDATE,V4HR6Z1YK3H0W60B9BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10657,2600987,,2026-02-12,,,466.0,ready,2026-02-13 00:39:08,2026-02-13 00:39:08,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10658,2600988,,2026-02-12,,,2085.0,ready,2026-02-13 00:39:09,2026-02-13 00:39:09,VALIDATE,3AZ1WA3F0WYM0KXZ9BKB6BHK10,VALID,2026-02-13 17:47:17,2026-02-13 17:47:21,2026-03-10T14:00:55.415794
10659,2600989,,2026-02-12,,,880.0,ready,2026-02-13 00:39:10,2026-02-13 00:39:10,VALIDATE,E5FXP8M6PPNY4FGW9BKB6BHK10,VALID,2026-02-13 17:47:17,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10660,2600990,,2026-02-12,,,95.75,ready,2026-02-13 00:39:11,2026-02-13 00:39:11,VALIDATE,MF80XYH57BT0731C9BKB6BHK10,VALID,2026-02-13 17:47:17,2026-02-13 17:47:21,2026-03-10T14:00:55.415794
10661,SB76418,,2026-02-12,,,120.0,ready,2026-02-13 00:39:40,2026-02-13 00:39:40,VALIDATE,YEM88HWJ7M20ZKV19BKB6BHK10,VALID,2026-02-13 17:47:17,2026-02-13 17:47:20,2026-03-10T14:00:56.043009
10662,SB76556,,2026-02-12,,,100.0,ready,2026-02-13 00:39:41,2026-02-13 00:39:41,NORMAL,,,,,2026-03-10T14:00:56.043009
10581,2600952,,2026-02-11,,,211.5,ready,2026-02-11 00:39:56,2026-02-11 00:39:57,VALIDATE,2A78A4N5XY6FHP0H5BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10582,2600953,,2026-02-11,,,125.0,ready,2026-02-11 00:39:58,2026-02-11 00:39:58,VALIDATE,CFP0S7GWBM88MXT55BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10583,2600954,,2026-02-11,,,598.0,ready,2026-02-11 00:39:58,2026-02-11 00:39:58,VALIDATE,2FF1VCDGZAR9ESQN5BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10584,2600955,,2026-02-11,,,1616.0,ready,2026-02-11 00:39:59,2026-02-11 00:39:59,VALIDATE,X4NWESQTQXW6TWK45BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10585,2600956,,2026-02-11,,,214.0,ready,2026-02-11 00:40:00,2026-02-11 00:40:00,VALIDATE,T04964Z9FGNF0ZSD5BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10605,2600959,,2026-02-11,,,1500.0,ready,2026-02-12 00:39:08,2026-02-12 00:39:08,VALIDATE,22J68PDWFXW9PTHC5BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10606,2600960,,2026-02-11,,,295.0,ready,2026-02-12 00:39:09,2026-02-12 00:39:09,VALIDATE,S0PHZ3DPBRYZX8DG5BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10607,2600961,,2026-02-11,,,348.0,ready,2026-02-12 00:39:10,2026-02-12 00:39:10,VALIDATE,KNT4X258AZ4E7RZC5BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10608,2600962,,2026-02-11,,,547.0,ready,2026-02-12 00:39:11,2026-02-12 00:39:11,VALIDATE,YS678RYSHW9HMKSQ5BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10609,2600963,,2026-02-11,,,959.0,ready,2026-02-12 00:39:11,2026-02-12 00:39:12,VALIDATE,PBT5WEE1W80YJS9H5BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10610,2600964,,2026-02-11,,,3002.0,ready,2026-02-12 00:39:13,2026-02-12 00:39:13,VALIDATE,659VR1WZN87EQ6E35BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:21,2026-03-10T14:00:55.415794
10611,2600965,,2026-02-11,,,639.6,ready,2026-02-12 00:39:14,2026-02-12 00:39:14,VALIDATE,H9HT9QBCY1FP4GN76BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10612,2600966,,2026-02-11,,,5316.0,ready,2026-02-12 00:39:15,2026-02-12 00:39:15,VALIDATE,TKFAWWFX0RD2S5R46BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10613,2600967,,2026-02-11,,,784.5,ready,2026-02-12 00:39:17,2026-02-12 00:39:17,VALIDATE,1J8Y1VNDJPWE9P406BKB6BHK10,VALID,2026-02-13 17:47:16,2026-02-13 17:47:21,2026-03-10T14:00:55.415794
10614,2600968,,2026-02-11,,,428.0,ready,2026-02-12 00:39:18,2026-02-12 00:39:18,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10615,2600969,,2026-02-11,,,308.0,ready,2026-02-12 00:39:19,2026-02-12 00:39:19,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10616,2600970,,2026-02-11,,,308.0,ready,2026-02-12 00:39:20,2026-02-12 00:39:20,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10617,2600971,,2026-02-11,,,308.0,ready,2026-02-12 00:39:20,2026-02-12 00:39:20,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10618,2600972,,2026-02-11,,,222.59,ready,2026-02-12 00:39:21,2026-02-12 00:39:21,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10621,2600975,,2026-02-11,,,222.59,ready,2026-02-12 00:39:23,2026-02-12 00:39:23,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10622,2600976,,2026-02-11,,,397.57,ready,2026-02-12 00:39:24,2026-02-12 00:39:24,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10623,2600977,,2026-02-11,,,222.59,ready,2026-02-12 00:39:24,2026-02-12 00:39:24,EXTERNAL,,,,,2026-03-10T14:00:55.415794
10542,2600913,,2026-02-10,,,7254.0,ready,2026-02-11 00:39:19,2026-02-11 00:39:19,VALIDATE,BPHHFRA7M7BJYA9QYAKB6BHK10,VALID,2026-02-13 17:47:14,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10543,2600914,,2026-02-10,,,5.0,ready,2026-02-11 00:39:20,2026-02-11 00:39:20,VALIDATE,QV3MHSJWVZV3JB6FYAKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10544,2600915,,2026-02-10,,,101.0,ready,2026-02-11 00:39:21,2026-02-11 00:39:21,VALIDATE,HREKM6XMA45HJAMSYAKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10545,2600916,,2026-02-10,,,1831.0,ready,2026-02-11 00:39:21,2026-02-11 00:39:22,VALIDATE,M7A9TJZMCCH5VVCHYAKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10546,2600917,,2026-02-10,,,492.0,ready,2026-02-11 00:39:23,2026-02-11 00:39:23,VALIDATE,W4JHFQYQXEW730XKZAKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10547,2600918,,2026-02-10,,,1046.0,ready,2026-02-11 00:39:24,2026-02-11 00:39:24,VALIDATE,004A7WH0J4H6YC1RZAKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10548,2600919,,2026-02-10,,,919.0,ready,2026-02-11 00:39:25,2026-02-11 00:39:25,VALIDATE,VW6DQZPAQ65B0JF8ZAKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:21,2026-03-10T14:00:55.415794
10549,2600920,,2026-02-10,,,1760.0,ready,2026-02-11 00:39:26,2026-02-11 00:39:26,VALIDATE,66R09YQGBB38FEV5ZAKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10550,2600921,,2026-02-10,,,1760.0,ready,2026-02-11 00:39:27,2026-02-11 00:39:27,VALIDATE,KPXXQATBK8R7TKJGZAKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10551,2600922,,2026-02-10,,,1929.0,ready,2026-02-11 00:39:28,2026-02-11 00:39:28,VALIDATE,BYZNK9T879ZM3ZX9ZAKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10552,2600923,,2026-02-10,,,492.0,ready,2026-02-11 00:39:29,2026-02-11 00:39:29,VALIDATE,FPHE2H8YJD9A7DFFZAKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10553,2600924,,2026-02-10,,,3379.0,ready,2026-02-11 00:39:30,2026-02-11 00:39:30,VALIDATE,SDEY7J3EWVT6CVE9ZAKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:20,2026-03-10T14:00:55.415794
10554,2600925,,2026-02-10,,,420.0,ready,2026-02-11 00:39:31,2026-02-11 00:39:31,VALIDATE,331H5SWHWD95M7HBZAKB6BHK10,VALID,2026-02-13 17:47:15,2026-02-13 17:47:21,2026-03-10T14:00:55.415794
