id,number,number2,date,contact_id,contact_name,amount,status,created_at,updated_at,myinvois_document_uuid,myinvois_document_status,issued_at,validated_at,synced_at
10461,2600865,,2026-02-09,,,880.0,ready,2026-02-10 00:41:05,2026-03-04 17:13:11,,,,,2026-03-10T11:30:55.927371
10462,2600866,,2026-02-09,,,1596.0,ready,2026-02-10 00:41:06,2026-02-10 00:41:06,,,,,2026-03-10T11:30:55.927371
10463,2600867,,2026-02-09,,,522.0,ready,2026-02-10 00:41:07,2026-02-10 00:41:07,,,,,2026-03-10T11:30:55.927371
10464,2600868,,2026-02-09,,,880.0,ready,2026-02-10 00:41:08,2026-02-10 00:41:08,,,,,2026-03-10T11:30:55.927371
10465,2600869,,2026-02-09,,,522.0,ready,2026-02-10 00:41:09,2026-02-10 00:41:09,,,,,2026-03-10T11:30:55.927371
10466,2600870,,2026-02-09,,,224.0,ready,2026-02-10 00:41:10,2026-02-10 00:41:10,,,,,2026-03-10T11:30:55.927371
10467,2600871,,2026-02-09,,,1179.0,ready,2026-02-10 00:41:10,2026-02-10 00:41:11,,,,,2026-03-10T11:30:55.927371
10468,2600872,,2026-02-09,,,358.0,ready,2026-02-10 00:41:11,2026-02-10 00:41:12,,,,,2026-03-10T11:30:55.927371
10469,2600873,,2026-02-09,,,2422.0,ready,2026-02-10 00:41:12,2026-02-10 00:41:12,,,,,2026-03-10T11:30:55.927371
10470,2600874,,2026-02-09,,,1568.0,ready,2026-02-10 00:41:14,2026-02-10 00:41:14,,,,,2026-03-10T11:30:55.927371
10471,2600875,,2026-02-09,,,343.0,ready,2026-02-10 00:41:15,2026-02-10 00:41:15,,,,,2026-03-10T11:30:55.927371
10472,2600876,,2026-02-09,,,537.0,ready,2026-02-10 00:41:15,2026-02-10 00:41:16,,,,,2026-03-10T11:30:55.927371
10473,2600877,,2026-02-09,,,1259.0,ready,2026-02-10 00:41:16,2026-02-10 00:41:17,,,,,2026-03-10T11:30:55.927371
10474,2600878,,2026-02-09,,,90.0,ready,2026-02-10 00:41:18,2026-02-10 00:41:18,,,,,2026-03-10T11:30:55.927371
10475,2600879,,2026-02-09,,,1160.0,ready,2026-02-10 00:41:19,2026-02-10 00:41:19,,,,,2026-03-10T11:30:55.927371
10476,2600880,,2026-02-09,,,1141.71,ready,2026-02-10 00:41:19,2026-02-10 00:41:20,,,,,2026-03-10T11:30:55.927371
10477,2600881,,2026-02-09,,,880.0,ready,2026-02-10 00:41:20,2026-02-10 00:41:21,,,,,2026-03-10T11:30:55.927371
10478,2600882,,2026-02-09,,,2085.0,ready,2026-02-10 00:41:21,2026-02-10 00:41:22,,,,,2026-03-10T11:30:55.927371
10479,2600883,,2026-02-09,,,1208.0,ready,2026-02-10 00:41:23,2026-02-10 00:41:23,,,,,2026-03-10T11:30:55.927371
10480,2600884,,2026-02-09,,,1029.0,ready,2026-02-10 00:41:24,2026-02-10 00:41:24,,,,,2026-03-10T11:30:55.927371
10481,2600885,,2026-02-09,,,751.0,ready,2026-02-10 00:41:24,2026-02-10 00:41:25,,,,,2026-03-10T11:30:55.927371
10482,2600886,,2026-02-09,,,4862.0,ready,2026-02-10 00:41:25,2026-02-10 00:41:26,,,,,2026-03-10T11:30:55.927371
10483,2600887,,2026-02-09,,,508.0,ready,2026-02-10 00:41:27,2026-02-10 00:41:27,,,,,2026-03-10T11:30:55.927371
10484,2600888,,2026-02-09,,,2574.0,ready,2026-02-10 00:41:28,2026-02-10 00:41:28,,,,,2026-03-10T11:30:55.927371
10485,2600889,,2026-02-09,,,4071.0,ready,2026-02-10 00:41:29,2026-02-10 00:41:30,,,,,2026-03-10T11:30:55.927371
10486,2600890,,2026-02-09,,,21.6,ready,2026-02-10 00:41:31,2026-02-10 00:41:31,,,,,2026-03-10T11:30:55.927371
10487,2600891,,2026-02-09,,,264.0,ready,2026-02-10 00:41:31,2026-02-10 00:41:31,,,,,2026-03-10T11:30:55.927371
10488,2600892,,2026-02-09,,,344.0,ready,2026-02-10 00:41:32,2026-02-10 00:41:32,,,,,2026-03-10T11:30:55.927371
10489,2600893,,2026-02-09,,,274.0,ready,2026-02-10 00:41:33,2026-02-10 00:41:33,,,,,2026-03-10T11:30:55.927371
10490,2600894,,2026-02-09,,,667.0,ready,2026-02-10 00:41:33,2026-02-10 00:41:34,,,,,2026-03-10T11:30:55.927371
10491,2600895,,2026-02-09,,,458.0,ready,2026-02-10 00:41:34,2026-02-10 00:41:34,,,,,2026-03-10T11:30:55.927371
10492,2600896,,2026-02-09,,,488.0,ready,2026-02-10 00:41:35,2026-02-10 00:41:35,,,,,2026-03-10T11:30:55.927371
10493,2600897,,2026-02-09,,,320.0,ready,2026-02-10 00:41:36,2026-02-10 00:41:36,,,,,2026-03-10T11:30:55.927371
10494,2600898,,2026-02-09,,,2180.0,ready,2026-02-10 00:41:36,2026-02-10 00:41:36,,,,,2026-03-10T11:30:55.927371
10495,2600899,,2026-02-09,,,88.0,ready,2026-02-10 00:41:37,2026-02-10 00:41:37,,,,,2026-03-10T11:30:55.927371
10496,2600900,,2026-02-09,,,1972.0,ready,2026-02-10 00:41:38,2026-02-10 00:41:38,,,,,2026-03-10T11:30:55.927371
10497,2600901,,2026-02-09,,,328.0,ready,2026-02-10 00:41:39,2026-02-10 00:41:39,,,,,2026-03-10T11:30:55.927371
10498,2600902,,2026-02-09,,,986.0,ready,2026-02-10 00:41:40,2026-02-10 00:41:40,,,,,2026-03-10T11:30:55.927371
10499,2600903,,2026-02-09,,,294.0,ready,2026-02-10 00:41:41,2026-02-10 00:41:41,,,,,2026-03-10T11:30:55.927371
10500,2600904,,2026-02-09,,,508.0,ready,2026-02-10 00:41:42,2026-02-10 00:41:42,,,,,2026-03-10T11:30:55.927371
10501,2600905,,2026-02-09,,,427.0,ready,2026-02-10 00:41:42,2026-02-10 00:41:42,,,,,2026-03-10T11:30:55.927371
10502,2600906,,2026-02-09,,,1753.0,ready,2026-02-10 00:41:43,2026-02-10 00:41:44,,,,,2026-03-10T11:30:56.371795
10503,2600907,,2026-02-09,,,492.0,ready,2026-02-10 00:41:44,2026-02-10 00:41:45,,,,,2026-03-10T11:30:56.371795
10504,2600908,,2026-02-09,,,3317.0,ready,2026-02-10 00:41:45,2026-02-10 00:41:46,,,,,2026-03-10T11:30:56.371795
10505,2600909,,2026-02-09,,,159.0,ready,2026-02-10 00:41:47,2026-02-10 00:41:47,,,,,2026-03-10T11:30:56.371795
10506,2600910,,2026-02-09,,,212.5,ready,2026-02-10 00:41:48,2026-02-10 00:41:48,,,,,2026-03-10T11:30:56.371795
10507,2600911,,2026-02-09,,,258.0,ready,2026-02-10 00:41:49,2026-02-10 00:41:49,,,,,2026-03-10T11:30:56.371795
10508,2600912,,2026-02-09,,,1853.0,ready,2026-02-10 00:41:49,2026-02-10 00:41:50,,,,,2026-03-10T11:30:56.371795
10322,2600759,,2026-02-06,,,672.0,ready,2026-02-06 00:39:46,2026-02-06 00:39:47,,,,,2026-03-10T11:03:34.140033
10330,2600760,,2026-02-06,,,14255.0,ready,2026-02-07 00:38:40,2026-02-07 00:38:41,,,,,2026-03-10T11:03:34.140033
10331,2600761,,2026-02-06,,,939.0,ready,2026-02-07 00:38:42,2026-02-07 00:38:42,,,,,2026-03-10T11:03:34.140033
10332,2600762,,2026-02-06,,,4687.0,ready,2026-02-07 00:38:43,2026-02-07 00:38:44,,,,,2026-03-10T11:03:34.140033
10333,2600763,,2026-02-06,,,1233.5,ready,2026-02-07 00:38:45,2026-02-07 00:38:45,,,,,2026-03-10T11:03:34.140033
10334,2600764,,2026-02-06,,,1595.0,ready,2026-02-07 00:38:46,2026-02-07 00:38:46,,,,,2026-03-10T11:03:34.140033
10335,2600765,,2026-02-06,,,1376.5,ready,2026-02-07 00:38:47,2026-02-07 00:38:48,,,,,2026-03-10T11:03:34.140033
10336,2600766,,2026-02-06,,,1584.0,ready,2026-02-07 00:38:48,2026-02-07 00:38:49,,,,,2026-03-10T11:03:34.140033
10337,2600767,,2026-02-06,,,238.0,ready,2026-02-07 00:38:50,2026-02-07 00:38:50,,,,,2026-03-10T11:03:34.140033
10338,2600768,,2026-02-06,,,1992.0,ready,2026-02-07 00:38:51,2026-02-07 00:38:51,,,,,2026-03-10T11:03:34.140033
10339,2600769,,2026-02-06,,,369.0,ready,2026-02-07 00:38:52,2026-02-07 00:38:52,,,,,2026-03-10T11:03:34.140033
10340,2600770,,2026-02-06,,,2800.0,ready,2026-02-07 00:38:53,2026-02-07 00:38:53,,,,,2026-03-10T11:03:34.140033
10341,2600771,,2026-02-06,,,1595.0,ready,2026-02-07 00:38:54,2026-02-07 00:38:55,,,,,2026-03-10T11:03:34.140033
10342,2600772,,2026-02-06,,,159.0,ready,2026-02-07 00:38:55,2026-02-07 00:38:55,,,,,2026-03-10T11:03:34.140033
10343,2600773,,2026-02-06,,,470.0,ready,2026-02-07 00:38:56,2026-02-07 00:38:56,,,,,2026-03-10T11:03:34.140033
10344,2600774,,2026-02-06,,,5253.0,ready,2026-02-07 00:38:57,2026-02-07 00:38:57,,,,,2026-03-10T11:03:34.140033
10345,2600775,,2026-02-06,,,139.0,ready,2026-02-07 00:38:59,2026-02-07 00:38:59,,,,,2026-03-10T11:03:34.140033
10346,2600776,,2026-02-06,,,1078.44,ready,2026-02-07 00:38:59,2026-02-07 00:38:59,,,,,2026-03-10T11:03:34.140033
10347,2600777,,2026-02-06,,,343.0,ready,2026-02-07 00:39:00,2026-02-07 00:39:00,,,,,2026-03-10T11:03:34.140033
10348,2600778,,2026-02-06,,,1827.0,ready,2026-02-07 00:39:01,2026-02-07 00:39:01,,,,,2026-03-10T11:03:34.140033
10349,2600779,,2026-02-06,,,1148.0,ready,2026-02-07 00:39:02,2026-02-07 00:39:02,,,,,2026-03-10T11:03:34.140033
10350,2600780,,2026-02-06,,,1760.0,ready,2026-02-07 00:39:03,2026-02-07 00:39:04,,,,,2026-03-10T11:03:34.140033
10351,2600781,,2026-02-06,,,219.0,ready,2026-02-07 00:39:04,2026-02-07 00:39:05,,,,,2026-03-10T11:03:34.140033
10352,2600782,,2026-02-06,,,2085.0,ready,2026-02-07 00:39:05,2026-02-07 00:39:06,,,,,2026-03-10T11:03:34.140033
10353,2600783,,2026-02-06,,,2614.0,ready,2026-02-07 00:39:07,2026-02-07 00:39:07,,,,,2026-03-10T11:03:34.140033
10354,2600784,,2026-02-06,,,867.5,ready,2026-02-07 00:39:08,2026-02-07 00:39:08,,,,,2026-03-10T11:03:34.140033
10355,2600785,,2026-02-06,,,3356.0,ready,2026-02-07 00:39:09,2026-02-07 00:39:10,,,,,2026-03-10T11:03:34.140033
10356,2600786,,2026-02-06,,,880.0,ready,2026-02-07 00:39:11,2026-02-07 00:39:11,,,,,2026-03-10T11:03:34.140033
10357,2600787,,2026-02-06,,,880.0,ready,2026-02-07 00:39:12,2026-02-07 00:39:12,,,,,2026-03-10T11:03:34.140033
10358,2600788,,2026-02-06,,,880.0,ready,2026-02-07 00:39:13,2026-02-07 00:39:13,,,,,2026-03-10T11:03:34.140033
10359,2600789,,2026-02-06,,,880.0,ready,2026-02-07 00:39:14,2026-02-07 00:39:14,,,,,2026-03-10T11:03:34.140033
10360,2600790,,2026-02-06,,,880.0,ready,2026-02-07 00:39:15,2026-02-07 00:39:15,,,,,2026-03-10T11:03:34.140033
10361,2600791,,2026-02-06,,,880.0,ready,2026-02-07 00:39:15,2026-02-07 00:39:16,,,,,2026-03-10T11:03:34.140033
10362,2600792,,2026-02-06,,,880.0,ready,2026-02-07 00:39:16,2026-02-07 00:39:17,,,,,2026-03-10T11:03:34.140033
10363,2600793,,2026-02-06,,,880.0,ready,2026-02-07 00:39:17,2026-02-07 00:39:18,,,,,2026-03-10T11:03:34.140033
10364,2600794,,2026-02-06,,,880.0,ready,2026-02-07 00:39:18,2026-02-07 00:39:18,,,,,2026-03-10T11:03:34.140033
10365,2600795,,2026-02-06,,,880.0,ready,2026-02-07 00:39:19,2026-02-07 00:39:19,,,,,2026-03-10T11:03:34.783921
10366,2600796,,2026-02-06,,,880.0,ready,2026-02-07 00:39:20,2026-02-07 00:39:20,,,,,2026-03-10T11:03:34.783921
10367,2600797,,2026-02-06,,,3411.5,ready,2026-02-07 00:39:21,2026-02-07 00:39:22,,,,,2026-03-10T11:03:34.783921
10368,2600798,,2026-02-06,,,2233.0,ready,2026-02-07 00:39:23,2026-02-07 00:39:23,,,,,2026-03-10T11:03:34.783921
10369,2600799,,2026-02-06,,,687.0,ready,2026-02-07 00:39:24,2026-02-07 00:39:24,,,,,2026-03-10T11:03:34.783921
10370,2600800,,2026-02-06,,,520.0,ready,2026-02-07 00:39:25,2026-02-07 00:39:25,,,,,2026-03-10T11:03:34.783921
10371,2600801,,2026-02-06,,,520.0,ready,2026-02-07 00:39:25,2026-02-07 00:39:25,,,,,2026-03-10T11:03:34.783921
10372,2600802,,2026-02-06,,,222.59,ready,2026-02-07 00:39:26,2026-02-07 00:39:26,,,,,2026-03-10T11:03:34.783921
10373,2600803,,2026-02-06,,,222.59,ready,2026-02-07 00:39:27,2026-02-07 00:39:27,,,,,2026-03-10T11:03:34.783921
10374,2600804,,2026-02-06,,,222.59,ready,2026-02-07 00:39:27,2026-02-07 00:39:27,,,,,2026-03-10T11:03:34.783921
10375,2600805,,2026-02-06,,,222.59,ready,2026-02-07 00:39:28,2026-02-07 00:39:28,,,,,2026-03-10T11:03:34.783921
10376,TJ22226,,2026-02-06,,,42.0,ready,2026-02-07 00:39:57,2026-02-07 00:39:57,,,,,2026-03-10T11:03:34.783921
10377,TJ22227,,2026-02-06,,,16.0,ready,2026-02-07 00:39:58,2026-02-07 00:39:58,,,,,2026-03-10T11:03:34.783921
10378,TJ22228,,2026-02-06,,,90.0,ready,2026-02-07 00:39:58,2026-02-07 00:39:58,,,,,2026-03-10T11:03:34.783921
10260,2600708,,2026-02-05,,,5770.0,ready,2026-02-05 00:38:43,2026-02-05 00:38:43,,,,,2026-03-10T11:03:34.140033
10261,2600709,,2026-02-05,,,880.0,ready,2026-02-05 00:38:45,2026-02-05 00:38:45,,,,,2026-03-10T11:03:34.140033
10262,2600710,,2026-02-05,,,2800.0,ready,2026-02-05 00:38:46,2026-02-05 00:38:46,,,,,2026-03-10T11:03:34.140033
10263,2600711,,2026-02-05,,,83.0,ready,2026-02-05 00:38:47,2026-02-05 00:38:47,,,,,2026-03-10T11:03:34.140033
10264,2600712,,2026-02-05,,,631.0,ready,2026-02-05 00:38:48,2026-02-05 00:38:48,,,,,2026-03-10T11:03:34.140033
10265,2600713,,2026-02-05,,,1306.0,ready,2026-02-05 00:38:49,2026-02-05 00:38:49,,,,,2026-03-10T11:03:34.140033
10266,2600714,,2026-02-05,,,588.0,ready,2026-02-05 00:38:50,2026-02-05 00:38:50,,,,,2026-03-10T11:03:34.140033
10267,2600715,,2026-02-05,,,239.0,ready,2026-02-05 00:38:51,2026-02-05 00:38:51,,,,,2026-03-10T11:03:34.140033
10268,2600716,,2026-02-05,,,631.0,ready,2026-02-05 00:38:51,2026-02-05 00:38:52,,,,,2026-03-10T11:03:34.140033
10269,2600717,,2026-02-05,,,244.0,ready,2026-02-05 00:38:52,2026-02-05 00:38:52,,,,,2026-03-10T11:03:34.140033
10270,2600718,,2026-02-05,,,720.0,ready,2026-02-05 00:38:53,2026-02-05 00:38:53,,,,,2026-03-10T11:03:34.140033
10271,2600719,,2026-02-05,,,947.0,ready,2026-02-05 00:38:54,2026-02-05 00:38:54,,,,,2026-03-10T11:03:34.140033
10272,2600720,,2026-02-05,,,1104.0,ready,2026-02-05 00:38:55,2026-02-05 00:38:55,,,,,2026-03-10T11:03:34.140033
10273,2600721,,2026-02-05,,,1338.0,ready,2026-02-05 00:38:56,2026-02-05 00:38:56,,,,,2026-03-10T11:03:34.140033
10274,2600722,,2026-02-05,,,683.0,ready,2026-02-05 00:38:57,2026-02-05 00:38:57,,,,,2026-03-10T11:03:34.140033
10275,2600723,,2026-02-05,,,2055.0,ready,2026-02-05 00:38:58,2026-02-05 00:38:58,,,,,2026-03-10T11:03:34.140033
10276,2600724,,2026-02-05,,,180.0,ready,2026-02-05 00:38:59,2026-02-05 00:38:59,,,,,2026-03-10T11:03:34.140033
10277,2600725,,2026-02-05,,,1445.0,ready,2026-02-05 00:39:00,2026-02-05 00:39:00,,,,,2026-03-10T11:03:34.140033
10278,2600726,,2026-02-05,,,452.5,ready,2026-02-05 00:39:01,2026-02-05 00:39:01,,,,,2026-03-10T11:03:34.140033
10279,2600727,,2026-02-05,,,805.3,ready,2026-02-05 00:39:02,2026-02-05 00:39:03,,,,,2026-03-10T11:03:34.140033
10280,2600728,,2026-02-05,,,2472.0,ready,2026-02-05 00:39:04,2026-02-05 00:39:04,,,,,2026-03-10T11:03:34.140033
10281,2600729,,2026-02-05,,,2734.0,ready,2026-02-05 00:39:05,2026-02-05 00:39:05,,,,,2026-03-10T11:03:34.140033
10282,2600730,,2026-02-05,,,1619.0,ready,2026-02-05 00:39:06,2026-02-05 00:39:07,,,,,2026-03-10T11:03:34.140033
10283,2600731,,2026-02-05,,,947.0,ready,2026-02-05 00:39:08,2026-02-05 00:39:08,,,,,2026-03-10T11:03:34.140033
10295,2600732,,2026-02-05,,,947.0,ready,2026-02-06 00:38:59,2026-02-06 00:38:59,,,,,2026-03-10T11:03:34.140033
10296,2600733,,2026-02-05,,,229.0,ready,2026-02-06 00:39:00,2026-02-06 00:39:00,,,,,2026-03-10T11:03:34.140033
10297,2600734,,2026-02-05,,,448.0,ready,2026-02-06 00:39:01,2026-02-06 00:39:01,,,,,2026-03-10T11:03:34.140033
10298,2600735,,2026-02-05,,,212.59,ready,2026-02-06 00:39:01,2026-02-06 00:39:01,,,,,2026-03-10T11:03:34.140033
10299,2600736,,2026-02-05,,,222.59,ready,2026-02-06 00:39:23,2026-02-06 00:39:23,,,,,2026-03-10T11:03:34.140033
10300,2600737,,2026-02-05,,,187.59,ready,2026-02-06 00:39:24,2026-02-06 00:39:24,,,,,2026-03-10T11:03:34.140033
10301,2600738,,2026-02-05,,,2336.0,ready,2026-02-06 00:39:24,2026-02-06 00:39:25,,,,,2026-03-10T11:03:34.140033
10302,2600739,,2026-02-05,,,448.0,ready,2026-02-06 00:39:26,2026-02-06 00:39:26,,,,,2026-03-10T11:03:34.140033
10303,2600740,,2026-02-05,,,1595.0,ready,2026-02-06 00:39:26,2026-02-06 00:39:27,,,,,2026-03-10T11:03:34.140033
10304,2600741,,2026-02-05,,,2779.0,ready,2026-02-06 00:39:28,2026-02-06 00:39:28,,,,,2026-03-10T11:03:34.140033
10305,2600742,,2026-02-05,,,1186.0,ready,2026-02-06 00:39:29,2026-02-06 00:39:29,,,,,2026-03-10T11:03:34.140033
10306,2600743,,2026-02-05,,,328.0,ready,2026-02-06 00:39:30,2026-02-06 00:39:30,,,,,2026-03-10T11:03:34.140033
10307,2600744,,2026-02-05,,,194.0,ready,2026-02-06 00:39:30,2026-02-06 00:39:30,,,,,2026-03-10T11:03:34.140033
10308,2600745,,2026-02-05,,,1722.0,ready,2026-02-06 00:39:31,2026-02-06 00:39:31,,,,,2026-03-10T11:03:34.140033
10309,2600746,,2026-02-05,,,46.0,ready,2026-02-06 00:39:33,2026-02-06 00:39:33,,,,,2026-03-10T11:03:34.140033
10310,2600747,,2026-02-05,,,2727.5,ready,2026-02-06 00:39:33,2026-02-06 00:39:34,,,,,2026-03-10T11:03:34.140033
10311,2600748,,2026-02-05,,,25.25,ready,2026-02-06 00:39:35,2026-02-06 00:39:35,,,,,2026-03-10T11:03:34.140033
10312,2600749,,2026-02-05,,,404.0,ready,2026-02-06 00:39:35,2026-02-06 00:39:35,,,,,2026-03-10T11:03:34.140033
10313,2600750,,2026-02-05,,,986.0,ready,2026-02-06 00:39:36,2026-02-06 00:39:36,,,,,2026-03-10T11:03:34.140033
10314,2600751,,2026-02-05,,,331.0,ready,2026-02-06 00:39:37,2026-02-06 00:39:37,,,,,2026-03-10T11:03:34.140033
10315,2600752,,2026-02-05,,,1271.0,ready,2026-02-06 00:39:38,2026-02-06 00:39:38,,,,,2026-03-10T11:03:34.140033
10316,2600753,,2026-02-05,,,7758.0,ready,2026-02-06 00:39:39,2026-02-06 00:39:40,,,,,2026-03-10T11:03:34.140033
10317,2600754,,2026-02-05,,,309.0,ready,2026-02-06 00:39:42,2026-02-06 00:39:42,,,,,2026-03-10T11:03:34.140033
10318,2600755,,2026-02-05,,,2800.0,ready,2026-02-06 00:39:43,2026-02-06 00:39:43,,,,,2026-03-10T11:03:34.140033
10319,2600756,,2026-02-05,,,1595.0,ready,2026-02-06 00:39:44,2026-02-06 00:39:44,,,,,2026-03-10T11:03:34.140033
10320,2600757,,2026-02-05,,,446.0,ready,2026-02-06 00:39:45,2026-02-06 00:39:45,,,,,2026-03-10T11:03:34.140033
10321,2600758,,2026-02-05,,,212.59,ready,2026-02-06 00:39:46,2026-02-06 00:39:46,,,,,2026-03-10T11:03:34.140033
10323,SB75848,,2026-02-05,,,51.0,ready,2026-02-06 00:40:15,2026-02-06 00:40:15,,,,,2026-03-10T11:03:34.140033
10324,SB76431,,2026-02-05,,,54.0,ready,2026-02-06 00:40:16,2026-02-06 00:40:16,,,,,2026-03-10T11:03:34.140033
10325,SB76432,,2026-02-05,,,63.6,ready,2026-02-06 00:40:16,2026-02-06 00:40:17,,,,,2026-03-10T11:03:34.140033
10326,SB76433,,2026-02-05,,,63.6,ready,2026-02-06 00:40:17,2026-02-06 00:40:17,,,,,2026-03-10T11:03:34.140033
10122,2600595,,2026-02-04,,,2303.0,ready,2026-01-31 00:40:04,2026-01-31 00:40:04,,,,,2026-03-10T11:03:33.511830
10123,2600596,,2026-02-04,,,567.0,ready,2026-01-31 00:40:05,2026-01-31 00:40:05,,,,,2026-03-10T11:03:33.511830
10124,2600597,,2026-02-04,,,980.5,ready,2026-01-31 00:40:06,2026-01-31 00:40:06,,,,,2026-03-10T11:03:33.511830
10125,2600598,,2026-02-04,,,193.0,ready,2026-01-31 00:40:08,2026-01-31 00:40:08,,,,,2026-03-10T11:03:33.511830
10126,2600599,,2026-02-04,,,1240.0,ready,2026-01-31 00:40:09,2026-01-31 00:40:09,,,,,2026-03-10T11:03:33.511830
10127,2600600,,2026-02-04,,,523.0,ready,2026-01-31 00:40:10,2026-01-31 00:40:10,,,,,2026-03-10T11:03:33.511830
10128,2600601,,2026-02-04,,,164.0,ready,2026-01-31 00:40:10,2026-01-31 00:40:10,,,,,2026-03-10T11:03:33.511830
10129,2600602,,2026-02-04,,,3436.0,ready,2026-01-31 00:40:11,2026-01-31 00:40:11,,,,,2026-03-10T11:03:33.511830
10130,2600603,,2026-02-04,,,114.5,ready,2026-01-31 00:40:13,2026-01-31 00:40:13,,,,,2026-03-10T11:03:33.511830
10131,2600604,,2026-02-04,,,947.0,ready,2026-01-31 00:40:13,2026-01-31 00:40:13,,,,,2026-03-10T11:03:33.511830
10132,2600605,,2026-02-04,,,1451.0,ready,2026-01-31 00:40:14,2026-01-31 00:40:14,,,,,2026-03-10T11:03:33.511830
10133,2600606,,2026-02-04,,,567.72,ready,2026-01-31 00:40:16,2026-01-31 00:40:16,,,,,2026-03-10T11:03:33.511830
10134,2600607,,2026-02-04,,,795.0,ready,2026-01-31 00:40:16,2026-01-31 00:40:16,,,,,2026-03-10T11:03:33.511830
10135,2600608,,2026-02-04,,,559.5,ready,2026-01-31 00:40:17,2026-01-31 00:40:18,,,,,2026-03-10T11:03:33.511830
10136,2600609,,2026-02-04,,,370.0,ready,2026-01-31 00:40:19,2026-01-31 00:40:19,,,,,2026-03-10T11:03:33.511830
10137,2600610,,2026-02-04,,,256.0,ready,2026-01-31 00:40:19,2026-01-31 00:40:20,,,,,2026-03-10T11:03:33.511830
10138,2600611,,2026-02-04,,,1422.0,ready,2026-01-31 00:40:21,2026-01-31 00:40:21,,,,,2026-03-10T11:03:33.511830
10139,2600612,,2026-02-04,,,88.0,ready,2026-01-31 00:40:22,2026-01-31 00:40:22,,,,,2026-03-10T11:03:33.511830
10140,2600613,,2026-02-04,,,631.0,ready,2026-01-31 00:40:23,2026-01-31 00:40:23,,,,,2026-03-10T11:03:33.511830
10142,2600615,,2026-02-04,,,3503.0,ready,2026-01-31 00:40:25,2026-01-31 00:40:25,,,,,2026-03-10T11:03:33.511830
10143,2600616,,2026-02-04,,,947.0,ready,2026-01-31 00:40:26,2026-03-04 17:13:11,,,,,2026-03-10T11:03:33.511830
10144,2600617,,2026-02-04,,,1595.0,ready,2026-01-31 00:40:27,2026-01-31 00:40:27,,,,,2026-03-10T11:03:33.511830
10145,2600618,,2026-02-04,,,1595.0,ready,2026-01-31 00:40:28,2026-01-31 00:40:28,,,,,2026-03-10T11:03:33.511830
10146,2600619,,2026-02-04,,,1376.0,ready,2026-01-31 00:40:29,2026-01-31 00:40:29,,,,,2026-03-10T11:03:33.511830
10147,2600620,,2026-02-04,,,318.4,ready,2026-01-31 00:40:30,2026-01-31 00:40:30,,,,,2026-03-10T11:03:33.511830
10148,2600621,,2026-02-04,,,1144.0,ready,2026-01-31 00:40:30,2026-01-31 00:40:31,,,,,2026-03-10T11:03:33.511830
10149,2600622,,2026-02-04,,,483.0,ready,2026-01-31 00:40:32,2026-01-31 00:40:32,,,,,2026-03-10T11:03:33.511830
10150,2600623,,2026-02-04,,,2507.0,ready,2026-01-31 00:40:33,2026-01-31 00:40:33,,,,,2026-03-10T11:03:33.511830
10151,2600624,,2026-02-04,,,795.0,ready,2026-01-31 00:40:34,2026-01-31 00:40:34,,,,,2026-03-10T11:03:33.511830
10152,2600625,,2026-02-04,,,3190.0,ready,2026-01-31 00:40:35,2026-01-31 00:40:35,,,,,2026-03-10T11:03:33.511830
10154,2600627,,2026-02-04,,,947.0,ready,2026-01-31 00:40:37,2026-01-31 00:40:37,,,,,2026-03-10T11:03:33.511830
10155,2600628,,2026-02-04,,,648.0,ready,2026-01-31 00:40:38,2026-01-31 00:40:38,,,,,2026-03-10T11:03:33.511830
10156,2600629,,2026-02-04,,,1595.0,ready,2026-01-31 00:40:38,2026-01-31 00:40:39,,,,,2026-03-10T11:03:33.511830
10157,2600630,,2026-02-04,,,947.0,ready,2026-01-31 00:40:39,2026-01-31 00:40:39,,,,,2026-03-10T11:03:33.511830
10158,2600631,,2026-02-04,,,648.0,ready,2026-01-31 00:40:40,2026-01-31 00:40:40,,,,,2026-03-10T11:03:33.511830
10159,2600632,,2026-02-04,,,1963.0,ready,2026-01-31 00:40:41,2026-01-31 00:40:41,,,,,2026-03-10T11:03:33.511830
10160,2600633,,2026-02-04,,,959.0,ready,2026-01-31 00:40:42,2026-01-31 00:40:42,,,,,2026-03-10T11:03:33.511830
10161,2600634,,2026-02-04,,,623.0,ready,2026-01-31 00:40:43,2026-01-31 00:40:43,,,,,2026-03-10T11:03:33.511830
10183,2600639,,2026-02-04,,,2800.0,ready,2026-02-04 15:26:38,2026-02-04 15:26:39,,,,,2026-03-10T11:03:33.511830
10184,2600640,,2026-02-04,,,992.0,ready,2026-02-04 15:26:40,2026-02-04 15:26:40,,,,,2026-03-10T11:03:33.511830
10185,2600641,,2026-02-04,,,23.4,ready,2026-02-04 15:26:40,2026-02-04 15:26:41,,,,,2026-03-10T11:03:33.511830
10186,2600642,,2026-02-04,,,1171.0,ready,2026-02-04 15:26:41,2026-02-04 15:26:41,,,,,2026-03-10T11:03:33.511830
10187,2600643,,2026-02-04,,,627.0,ready,2026-02-04 15:26:42,2026-02-04 15:26:42,,,,,2026-03-10T11:03:33.511830
10188,2600644,,2026-02-04,,,91.5,ready,2026-02-04 15:26:43,2026-02-04 15:26:43,,,,,2026-03-10T11:03:33.511830
